FROM	TO	BAYES_FACTOR	POSTERIOR PROBABILITY
Eastern_Africa	Western_Africa	12.158741755140808	0.6829065051941559
Eastern_Africa	Southern_Africa	76214.99810000815	0.9999259300409237
Eastern_Africa	Micronesia	0.1759316618236502	0.030220543303149824
Eastern_Africa	Melanesia	0.23647028441892048	0.04020147028868767
Western_Africa	Southern_Africa	0.1396979182366002	0.02414680665888932
Western_Africa	Micronesia	0.6065460698830293	0.09701312890024628
Western_Africa	Melanesia	0.42141348653259764	0.06945910412384497
Southern_Africa	Micronesia	0.5937509527539453	0.09516137992333759
Southern_Africa	Melanesia	0.5998860667331258	0.09605021943225377
Micronesia	Melanesia	1.137799264758462	0.16773142232838917
