	Bayesian Skyline: Mtb.SNPs.2016.02.23.GTR+G.BSP.Strict.DiscreteSym_UN.100m.Combined01234567.resampled.log			
Time	Mean	Median	Upper	Lower
0.011247056355640129	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.011403265471690686	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.011559474587741243	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.0117156837037918	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.011871892819842357	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.012028101935892915	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.012184311051943472	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.012340520167994029	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.012496729284044586	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.012652938400095144	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.0128091475161457	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.012965356632196258	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.013121565748246815	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.013277774864297372	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.01343398398034793	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.013590193096398487	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.013746402212449044	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.013902611328499601	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.014058820444550158	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.014215029560600716	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.014371238676651273	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.01452744779270183	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.014683656908752387	0.027477028250324206	0.02739846242845722	0.035172053197777345	0.020204383555726797
0.014839866024802945	0.027477027937552682	0.027399174696466348	0.03514808868378221	0.020204383555726797
0.014996075140853502	0.0274756458985653	0.027399174696466348	0.035172053197777345	0.020168765984527947
0.015152284256904059	0.02747235371160328	0.027399174696466348	0.03519428069439006	0.020160615648788252
0.015308493372954616	0.027480818511678128	0.027409789678693276	0.03514808868378221	0.020079214766025633
0.015464702489005173	0.027563052862562328	0.027456300436077503	0.035075168597701066	0.020366237958278664
